Feature_X,Positive_Correlation_Y,Negative_Correlation_Y,No_Correlation_Y,Cluster
73.61716094628554,184.8420550031142,-111.91129556843413,112.66936068044387,Cluster B
75.61064512368885,192.2359134284787,-112.11445706567743,106.59797861742908,Cluster A
79.41433120173512,188.6571689029401,-98.94052947424781,199.29873594683824,Cluster B
16.664018656068134,48.89042603596897,-36.87203915787567,89.10739790992578,Cluster B
42.261915568984534,106.50992221885733,-51.480521401669385,173.74255668060303,Cluster A
20.428215357261674,33.913455206772895,-19.933747056767686,175.22193085703412,Cluster A
87.67930832880342,209.90900599740124,-122.97578910146729,61.8806378644032,Cluster B
66.09683141448022,160.2007917996839,-86.22776861439402,37.07114462302918,Cluster B
39.78082223673843,98.72347870343552,-56.865483695521455,195.61162082885556,Cluster B
15.720251525742128,58.193416769395284,-29.409672244605865,96.66143554440205,Cluster C
37.9884089544096,97.35273544742029,-46.036880519408726,20.399657961835192,Cluster B
39.266498982407235,89.75852855703184,-47.571326356481904,109.82321008921255,Cluster A
75.66455605042577,191.36769816913605,-102.44369506070578,131.47406547454108,Cluster B
67.38017242196918,164.92955358038412,-100.6252378097614,159.69588454064615,Cluster B
89.84914683186939,227.8704494750089,-141.93566538393733,189.72958128025496,Cluster B
52.49934326457544,137.05403503179474,-76.83539235574705,184.73071321018332,Cluster C
20.763482134447152,64.00101180835726,-21.722923025992372,189.22444760987634,Cluster A
74.19203085006956,185.23721216847363,-101.04452837650469,25.782526686705097,Cluster A
78.47065437552077,212.56624121480024,-122.00274283402709,148.1193440894842,Cluster B
60.51494778125466,160.36759607849856,-87.6186927106081,60.65443330502359,Cluster A
79.38704619591049,191.39322004165433,-132.16835233872527,53.75948369701772,Cluster B
54.44160367279517,158.20256583947256,-71.81290447913425,164.05734234786505,Cluster B
57.045954644379464,145.8848317436496,-93.40201953381982,95.08334405111837,Cluster A
48.47869165226947,112.84548409095132,-64.86548388268872,184.98801364082044,Cluster B
12.287721406968567,47.24843402972563,-29.924627884354468,27.638316343227192,Cluster B
19.7102284293974,70.05334692547794,-19.25118357975602,164.39254930768936,Cluster A
12.828626711806082,31.741314142319602,-16.02458816748142,44.630194030867216,Cluster B
67.27693701374024,163.15583993059462,-108.72898247677982,51.7838962816972,Cluster B
38.2920382968694,94.00634616763688,-50.524493634498846,105.9233087944098,Cluster B
55.77136220482325,146.57572278723512,-89.56066022528817,91.20618935710391,Cluster B
91.68098265334837,241.98102318367603,-130.02592360557128,107.51101510316079,Cluster B
32.43630062339874,86.7956248671326,-51.39556568890533,189.20477396558994,Cluster A
46.93446307320668,118.3533897677344,-87.61216586610665,138.33000840144317,Cluster B
77.99960246887439,209.97912387523024,-126.82356610812094,72.25568873156011,Cluster B
30.59183489424602,73.35122250509983,-50.191899428241875,51.123568217212096,Cluster B
16.92819188459137,52.629673095147496,-11.710397589401278,95.60832952356805,Cluster A
36.077630762239124,87.31344892208503,-45.10500983806644,101.29538490819276,Cluster A
24.5099158528604,65.58501921225994,-20.526259656069175,128.2329937819129,Cluster C
93.67278871083158,233.04634612917445,-123.9728309059488,67.88048663715824,Cluster A
82.73083416079753,206.26856357546572,-129.44375928710542,158.15166447742703,Cluster B
67.00633808593811,163.74198004022318,-102.39437572649545,37.72284418628868,Cluster B
88.43145311689459,234.5271731040434,-136.75997891864725,120.8816054481178,Cluster B
82.33048692092031,198.4969569212154,-130.21083643439124,132.23569758394004,Cluster A
26.791305299743225,59.57594072387098,-58.601905042979425,57.229684591726155,Cluster A
90.330309864098,247.0357103186961,-135.64294197631543,168.6820430899318,Cluster A
58.540801772408564,156.13048007756473,-100.66685859572395,130.77778253738194,Cluster B
82.66961396476563,182.82289792498372,-124.34613976249172,136.22999863663512,Cluster C
90.64821699311439,220.96795509068193,-114.81461739404175,109.59383103741894,Cluster A
38.62031274746775,78.43088849304883,-63.02392008450871,183.72695909174092,Cluster B
19.90467320749091,40.254776084574715,-27.90926975495569,144.9069646677724,Cluster A
30.51416462877475,44.90026490959648,-36.704763085069295,88.73040168123725,Cluster C
48.43970097636307,119.72935666396825,-69.85663854488554,62.94905980113552,Cluster B
83.62132893302439,197.63390414094786,-122.50715152011362,32.7911014682277,Cluster A
87.46575249307091,633.9260066899719,-134.82265307648717,49.76495069246472,Cluster B
10.625691747807164,10.313016780692664,-18.257317372323072,198.68293137505876,Cluster B
55.967257231980916,140.7472616116727,-93.55099106984966,93.21804127849524,Cluster A
47.56699028339011,114.768312927272,-62.89003533619109,181.7637009099332,Cluster A
29.98970294236572,89.99378700780026,-62.39947097968954,50.7024842393476,Cluster A
20.787883060031454,66.08327626753488,-21.47094120622516,96.56495684135294,Cluster B
40.385365426326516,108.81686959591913,-74.6150319869422,192.89332406602077,Cluster C
94.86187335212672,233.88854557370468,-132.66673728742356,36.40380525547398,Cluster A
39.088263881867974,117.57446365727287,-62.17057108492377,126.9171710862505,Cluster B
56.691155956902946,126.19753711385916,-97.35542081668522,185.45094212533436,Cluster A
73.27170630056601,169.1436794557784,-104.11457300005266,190.9430071317651,Cluster A
42.726664214136456,105.97882953645049,-54.80232097044693,172.28134588011963,Cluster B
97.46038744488646,266.1913497014273,-150.57136764836505,174.0681978248269,Cluster B
96.62025654479001,239.52725229327413,-137.7242793303957,137.3929317411438,Cluster A
32.66040662428277,79.8185641286141,-71.84145488311766,59.676159457098656,Cluster B
54.75236553031469,122.46181026466864,-95.33451119293804,151.52213800728555,Cluster A
37.07904788350927,102.15691556147696,-42.694482520576614,196.10920360257018,Cluster B
35.63564449397208,98.62087377822374,-55.69015948293728,114.66803264110594,Cluster B
13.319825261907951,41.190315168768976,-38.6018711573504,66.9255246338422,Cluster A
64.86079005819072,155.85976841700318,-104.279846891706,123.2247921976996,Cluster B
55.24111209059753,131.03571254276378,-92.09567286114711,144.30986412331094,Cluster A
14.633087612499041,23.651496527197903,-23.60924873347781,57.49045569639436,Cluster A
35.07818178129503,88.53417947084691,-56.32478251001902,149.45408256969606,Cluster A
91.74392973699884,218.5557510497121,-135.82657731611664,125.73791459919055,Cluster A
31.560570160027517,67.1272603475759,-48.03551575616702,130.2229836466494,Cluster A
23.04053848821008,53.36443905141844,-20.96341518194493,75.07782735317014,Cluster B
54.05074842498067,130.23530931060952,-76.8306366402743,47.948025820016206,Cluster A
98.70854086995406,241.3915668866656,-143.48609519299524,132.22098115501825,Cluster A
31.784974436035036,84.12688205849021,-36.025890415107334,125.52193804746292,Cluster C
70.49219926652907,177.02097618782545,-109.62598640408942,80.84219378848488,Cluster B
78.54576537958458,193.48285314385026,-130.43742250296174,73.2608601582597,Cluster A
31.38737895931597,80.29857668140474,-35.01136519265147,82.50400309921113,Cluster B
75.53947137506736,178.9334080266221,-111.95078958151993,108.17900092978763,Cluster B
43.10048194473279,108.80399110092876,-63.257210838109906,195.46755232000902,Cluster A
66.90752475342215,168.77483681200172,-106.6945863454356,157.44163196471715,Cluster A
67.01767396848052,152.5137163276265,-106.69506428375655,173.3131530497879,Cluster C
58.21972156672826,155.50624146052428,-78.86235896238395,111.0169224026356,Cluster B
18.12607930489675,36.500861209971916,-17.342560975969022,114.70225012017985,Cluster B
85.17722460303142,213.84615949964288,-119.92760284708055,56.77843905866498,Cluster B
38.870205847456226,108.81963202399326,-50.375692716729596,149.7882505341941,Cluster B
26.786665935986882,76.2234324171059,-34.48970353138273,95.88512104231451,Cluster B
13.669762739928753,34.51774073551024,-19.189416809111563,153.64043458718803,Cluster B
63.18036488694176,154.32592218853372,-96.52434417362245,93.62996863627258,Cluster B
70.98079256580542,186.9271005002692,-94.36795034929258,39.533093698503464,Cluster A
11.492904603507053,35.47921128685383,-20.976565610164915,51.14966380145903,Cluster B
56.088375246935286,134.03728791689693,-80.43277073159545,166.082614053443,Cluster B
30.384619767814417,68.01261294951914,-53.61705963126409,66.55096812060786,Cluster A
68.06555113685049,149.44032602516626,-108.69131707378023,67.58379606207248,Cluster B
25.69297861044923,65.77276494295896,-40.90101359424611,187.28625620041964,Cluster C
72.18439642922193,179.63401362287084,-116.31597841110454,138.37441211603291,Cluster C
44.806181167048365,123.37736666404632,-59.23075349578955,40.57535969918413,Cluster B
94.30569898630611,239.35479840056894,-154.93889099490949,45.845348623748166,Cluster A
22.376884973139394,69.28450437457539,-32.57303122589836,69.0261378896503,Cluster A
40.695971594523265,94.76628670714645,-59.718876423363085,126.9192238087939,Cluster A
20.212616911653015,61.91304558880872,-48.426921150676336,155.5085845830211,Cluster B
93.22242564507064,227.76690032163006,-144.24387667284205,69.40935982157546,Cluster B
88.9605418042883,230.17731512864347,-130.88381732595101,176.7155667346936,Cluster C
33.21474649436401,68.4492823106031,-45.53483980860533,39.65243219914674,Cluster C
69.39856414307611,175.84776335135217,-106.14091830061584,57.367850247772324,Cluster A
83.54999801810942,189.02811563081445,-118.55611498235697,194.68368580571794,Cluster A
59.96807304395161,147.24880775046148,-91.04527213828783,44.25407545765838,Cluster C
57.66855205204058,148.5749200688806,-86.3662989573103,179.86003539028596,Cluster C
31.76670618104065,74.20707994029067,-45.13352058169544,146.70831357273715,Cluster B
18.379249102530927,35.44374646876765,-18.298877366454704,33.15567631550721,Cluster B
90.74941821579941,235.33473023245787,-142.88130734785443,107.0672292019899,Cluster B
91.03762514469975,226.55943496328013,-141.4246564422326,113.41628356606515,Cluster B
66.97913115459411,162.55212141617858,-107.15766164918332,187.78513365485077,Cluster A
40.51268119438306,101.70066219750042,-64.09099895299393,95.79882675389037,Cluster B
41.428861715139476,129.93884570730458,-47.880949991911564,100.41745078356966,Cluster B
75.33601109832155,199.8750562436193,-107.2767634541841,40.24707586154809,Cluster A
90.73992339573194,238.47554517120824,-147.42078254528633,135.05106141877923,Cluster C
89.83777818386056,228.94990864957504,-140.76113693167758,57.96145566003739,Cluster A
80.18879912718614,202.13685054373684,-116.5555264480152,33.95598648026723,Cluster B
67.78284815388591,145.4962975014106,-110.73935004015657,199.44542001274291,Cluster B
17.572596849554394,37.14168865925467,-33.61229568247916,68.53333303330493,Cluster B
24.54658426851524,56.56071653926335,-23.370279741031375,45.38956972318471,Cluster A
90.86987696743714,208.4257717781175,-142.4385717358876,145.90826742749175,Cluster B
64.57861536936309,149.8723805212534,-87.32125489375078,167.90278806594233,Cluster A
10.827734645496669,7.260971904515333,-3.6883700729356192,31.533948762742405,Cluster A
19.132438857942887,47.44785878788349,-36.03327919860397,38.970795344561665,Cluster A
69.71515921972502,182.47555775780071,-113.47236439515895,36.23128824476825,Cluster A
10.455542546159682,37.20660155164249,-18.444634684051174,28.452674598052013,Cluster C
24.472724627574877,65.3296561897296,-47.59536414809857,138.7021661541711,Cluster B
59.38604104299275,138.83113919549618,-87.8687227794617,125.89637415308553,Cluster A
72.27056779234239,161.35576789565638,-110.46237080704746,139.30519818078795,Cluster C
68.67651335523405,154.12259639407011,-99.40896987398806,111.02008938935259,Cluster A
30.18423785145038,62.77076885608097,-31.30692221484736,167.15138337300468,Cluster A
74.09612992127823,176.35172782283885,-102.96934507421415,118.40029444974358,Cluster A
31.352417874712007,76.78355970686415,-42.13622905794445,185.3744482639325,Cluster B
39.285972834334096,88.07328990456556,-78.58944338118032,107.4167358507188,Cluster B
77.18422646062217,196.35032508823807,-111.3425798699095,162.31855901808777,Cluster A
68.46696091424931,168.84466725762854,-85.47416476432848,93.32486366305415,Cluster A
86.43010694447601,216.18072447860027,-159.7503855798492,98.34030105975971,Cluster B
69.18516030703091,184.36540629428933,-96.88391503079012,172.81856814282503,Cluster B
61.147774300192445,141.0671184084774,-93.31524719785331,39.3787703643794,Cluster C
18.430729104528325,50.263868544244495,-36.144043687021934,121.68519589697745,Cluster B
43.09442227534902,107.5963234036118,-56.63034757390399,150.7405642001814,Cluster B
33.86821309135529,81.33566991869127,-33.70526063095963,155.07571077506967,Cluster B
31.95906790411752,88.75023296895341,-40.18629456779875,126.46883489059557,Cluster B
97.57094992772011,252.71751636487033,-150.06834440419541,100.65160714871249,Cluster A
45.378795220008435,103.9820800901368,-77.50289107409421,66.9408398960164,Cluster A
90.2841899659402,223.88886907627125,-133.98000861101488,183.696722363742,Cluster B
66.80247633975367,169.81830767522482,-91.47202158581462,86.56183055383856,Cluster B
81.53301731874836,201.10247581664507,-126.17005624045981,163.81857593600225,Cluster A
55.23733837946729,143.9435592715462,-85.7598374857089,25.699810333274527,Cluster B
61.92134961637232,157.61529422003355,-64.6620219261745,61.79045864358964,Cluster A
54.32659244369775,154.14209351280448,-70.70336920594937,82.20526271914207,Cluster A
27.571868901824004,53.62688089526214,-29.856516568799684,140.88333139583676,Cluster A
75.02069037353547,186.32736603636468,-127.13389462089133,77.47954528914038,Cluster A
35.26951261967702,79.08875643407065,-59.976155722450144,27.445484147475284,Cluster B
12.188436978830845,36.51216700146755,-17.53583907370388,51.29615288972289,Cluster A
68.09250663164511,154.05954767865734,-112.15013552631916,66.64976342647869,Cluster B
25.939961146634403,68.31302996883487,-22.90596873105866,51.68854638844743,Cluster A
94.64127259176229,230.3026971659223,-127.85878582173697,56.67042082540401,Cluster B
95.85357193023286,232.29231116437202,-149.11581126918983,158.4122493212038,Cluster A
92.33779511984037,216.37950576419405,-120.66750661368569,94.16605591108282,Cluster A
43.31428302299,103.63494809546494,-65.01394550168442,92.93226404022654,Cluster B
11.391095487598069,39.32274402190443,8.807253942493382,193.9891405987075,Cluster B
93.54867063289528,233.6197897469434,-138.87614464409256,100.40633082995605,Cluster B
48.53657334855829,127.61823755014048,-67.0429325195532,186.97846385583108,Cluster A
96.99893371393026,259.14375250448836,-131.4993661591998,73.83135767900245,Cluster B
96.72579793803276,244.45205069330765,-132.31236340897104,92.11272678275115,Cluster A
86.7708509920624,211.3391317595326,-125.04895582673468,91.33100409214319,Cluster B
36.50040028626271,95.92352286748468,-56.162003623832426,118.29418981663599,Cluster A
44.658795574173276,106.20402747229026,-61.84686636132872,125.1645123537114,Cluster B
86.60230043651713,211.4615242583211,-138.06529237353683,64.66250522760839,Cluster B
38.522980464064986,81.1085231639726,-56.26313350745632,162.84516507508135,Cluster B
25.254347201748324,72.39844291521473,-48.97459612760244,109.37467184182265,Cluster C
60.11211362125152,146.4202582966344,-107.97698683268028,21.267839633385346,Cluster C
94.25392967447029,237.45580664433433,-140.87662687031101,126.44131399700244,Cluster B
72.64268170074757,171.24708496580254,-96.34124364440464,163.65069947524455,Cluster C
61.30550530804285,157.62323956726183,-82.70021154610367,65.0840128067824,Cluster A
18.74588443936917,39.24529871707209,-28.93794961630984,26.81678168514668,Cluster A
65.35065040292528,161.95953879029497,-80.55607862263295,165.29215801713008,Cluster B
99.10484650938369,256.5403765858505,-154.34788367254126,195.72980887489288,Cluster C
22.60756137128716,64.42649655054319,-53.089668674910975,33.781450639682426,Cluster B
56.64966871273631,141.40387105667136,-106.79551601111407,188.8466253186298,Cluster A
88.96357647351599,204.72763085672278,-145.25727411623114,84.66939415569117,Cluster B
76.6691755978784,221.6010446953024,-106.8375159641953,189.45912954585575,Cluster A
72.73141668957412,199.28713142666666,-115.44515186903503,136.79107832044042,Cluster B
73.22356755883983,190.28566714598256,-105.22576491968674,180.2439762407144,Cluster A
42.35420360977797,98.35347120853523,-47.068471578827186,161.4499445092544,Cluster A
36.4232659838044,89.92224334249136,-65.63586860148466,25.039593707712832,Cluster A
82.84250399306623,201.67205568490039,-119.47875867164045,31.7796504185097,Cluster B
82.91020552112627,219.91407319377956,-118.9756775551322,114.63402892133793,Cluster B
88.03650867220934,222.71630058904168,-140.66214289304503,43.331423572084276,Cluster A
92.19164973008242,222.63748574160772,-124.7453653426728,102.98616304828727,Cluster B
56.020815897484404,135.3444887524632,-86.90829440172138,191.83345374160416,Cluster B
55.136466521847964,149.05304773031895,-86.54222959190203,73.05631175980716,Cluster C
81.84656610700976,220.6173937357292,-101.65371697633492,108.00428848683336,Cluster C
68.49675376999886,186.5252000598596,-97.5174632313311,89.1667334122525,Cluster A
73.17701895319331,190.51286803352303,-100.51262293293499,133.36885356468474,Cluster A
81.6213402492491,201.5271019350964,-108.88308105865526,54.892087517280586,Cluster A
90.10048076358096,192.83606365566118,-141.65546113996362,66.789072224171,Cluster B
40.41956411663823,104.0205105296778,-48.131135204420545,174.57821324552182,Cluster B
43.802465737594964,109.48787675554641,-70.72263975636915,166.0405202948609,Cluster A
18.45837458567821,47.545757427409065,-33.13379577190029,162.05414399671528,Cluster C
62.045212689655656,155.6520051944712,-95.78781875756484,158.76552967722128,Cluster B
13.234804641706788,19.8243899847754,-26.07285531200973,102.69874882308423,Cluster B
51.90382163192142,135.3336396483154,-69.63416812131051,151.20033905579749,Cluster B
58.838017123681894,153.41720594952324,-85.5849191340723,89.6968672169812,Cluster B
35.7887126915456,96.29516954946058,-58.59531318348952,38.12772443410643,Cluster B
63.174993451210966,167.4032536637613,-88.01743984526823,90.80743549680062,Cluster C
12.745022494514448,37.90307268550235,-21.869358115635134,48.559347961027555,Cluster A
13.361336987429297,29.303048353184135,-23.32270918479071,90.35330251385173,Cluster B
84.03405045936924,209.37675766926222,-125.56423684003842,73.53653876531959,Cluster A
42.41715772701366,106.95414299006792,-58.99113303385832,127.84892007222649,Cluster B
21.435446138669633,54.66560983774027,-28.254692714230252,85.07727478971621,Cluster B
57.001893404932396,152.4869100720483,-89.1353319299269,147.00613940825212,Cluster A
79.29941977887498,204.68523697741233,-110.47801759391844,112.18640258857688,Cluster A
29.423892474715885,94.33316558248924,-46.359780222870384,185.50861013277196,Cluster A
66.06014282371002,187.21504685812178,-105.64005912165223,36.38457836306966,Cluster A
17.68127184943912,44.999675449737055,-41.202124261832196,143.7876539554398,Cluster B
14.651354905174692,-1.73816822165697,-12.145247547771826,141.03143796260713,Cluster C
57.82191684113332,156.92311676410597,-86.60897449975991,191.11277853428612,Cluster A
58.657160944909585,141.23913897240342,-85.87701783225923,86.87933606785745,Cluster A
67.3686911348386,160.40688861878644,-90.59500754526275,74.97883454818921,Cluster B
75.34822003503955,184.3860973377052,-117.79639236853747,51.03081995845818,Cluster A
97.82668715162812,240.10028741092424,-160.48402321218347,67.75193276395285,Cluster A
56.46703134710758,147.29027646882287,-84.00273999850917,110.34033909592495,Cluster B
39.06608256471213,82.07084862051808,-55.519508326265246,170.78833315279587,Cluster C
81.56675752918333,193.13968636504234,-124.97862695537873,71.17158862651543,Cluster C
34.374902613586684,89.36884207594089,-36.82497813961834,48.39358099833031,Cluster A
49.507427863507246,129.9980099629012,-99.12280747247443,68.98312479335037,Cluster A
17.061074320803936,49.068102251369965,-14.391045102208073,38.166855505127224,Cluster B
12.281566907391177,22.833554479144954,-10.510813857444505,186.8051749354393,Cluster A
96.63835732101326,231.81323680987074,-140.3898282045153,177.0723473640045,Cluster B
85.23821084609853,208.02917877736712,-161.21633176383875,75.52850905732743,Cluster B
72.63767854843282,183.9929238939293,-96.11762998994655,64.45780686773607,Cluster A
46.80576499728429,131.86918618593623,-80.4729886022853,182.9715165316848,Cluster A
25.596488806376122,43.516850158232806,-43.471652993398045,20.318951237772076,Cluster C
24.079333840397744,57.991047031410695,-37.82492740849731,128.1039550384424,Cluster B
32.52186083481358,67.97786767678193,-44.70861090570062,184.8806769702207,Cluster B
59.43039982355084,132.0535727853422,-82.75131931340077,111.54034800314349,Cluster B
74.31363304300561,195.4536490609622,-102.54204402131545,20.5340527279341,Cluster B
69.41776390459582,178.9906555064829,-95.96811075610857,59.396857289328025,Cluster A
35.19405072513486,92.47946197230976,-50.261804045571026,186.03948690054813,Cluster B
95.93787525968747,249.0549465465286,-139.7475862989553,23.064036352369264,Cluster B
76.41072250261917,186.22961728888654,-125.52362091215122,91.06035789137626,Cluster A
59.891864726026064,145.40328665172987,-97.34806515722933,162.15405073993608,Cluster A
65.05486716109169,184.49447406995498,-88.62769850488922,170.85637886330062,Cluster B
47.764005618501095,116.944303503657,-63.27391356046483,105.96942787316061,Cluster B
32.29578905510417,88.09079376830134,-41.20568941821205,61.84707531191345,Cluster B
42.03754107861354,105.15766810616701,-68.20047923448558,127.94684918350862,Cluster B
78.20614994179321,177.03278955369888,-108.20430359325286,67.48004568031428,Cluster B
11.295413976678027,7.792244903682384,-28.555565489820623,65.94756643926493,Cluster B
20.446537645622463,45.326501914657115,-19.896208369810964,165.36795741146236,Cluster B
14.140237781957747,45.91160697159426,-23.81906468539552,47.76785035339036,Cluster A
13.665592208707313,42.04689708812832,-3.6566842496546457,20.993866112358344,Cluster A
86.99145256099065,226.61940304471696,-145.70159976214083,80.61953906105285,Cluster B
73.32920734420213,173.45255657114217,-92.35977055711798,108.37531189910538,Cluster B
52.67564461785927,147.8478364458713,-82.62811021842353,146.91447054115827,Cluster C
18.805074458590134,37.363753144611486,-32.00240424800264,160.60074636877195,Cluster B
54.24542876051491,137.74181588798697,-79.41975495091638,139.43345800405342,Cluster B
52.61245937025091,131.4276255265499,-85.88947818338333,132.7715984570468,Cluster A
25.58816829190137,62.23168252660756,-39.10554245087512,139.83477001749833,Cluster B
49.04664843141757,136.00254246149998,-80.94623529983491,68.87477316459783,Cluster A
45.86542609576361,107.61246003774941,-75.80877445343728,88.8250381336222,Cluster B
65.42650882469948,150.07021950462942,-93.2709037340435,130.9585701799216,Cluster A
67.15842857808795,168.0960263072841,-109.75329782016709,31.802718863715114,Cluster A
14.077360879484006,31.195134855844753,-28.797983669280832,73.15856301221402,Cluster B
43.71513531638241,143.06166748178248,-79.3006154720377,93.15541005637755,Cluster A
66.32739241428128,172.58355580010294,-104.53039542103531,116.01932291370848,Cluster B
55.28226327220789,134.11225242833348,-69.80737461107262,107.566779324973,Cluster B
87.08408570694901,207.14909857550165,-139.0854649614532,149.26373806771886,Cluster B
69.28242684570506,154.4031830085748,-111.23997292043,105.216801574963,Cluster A
24.664098437328672,51.40805523594735,-35.056928191177654,182.743397088498,Cluster A
16.351187266038686,42.02738588268804,-28.234745237053293,88.45730158743513,Cluster B
67.8177350385684,183.8176241123687,-79.4450582243561,114.56690711170815,Cluster A
12.386017948745963,42.181936295744094,-20.204306569881513,20.57787012836482,Cluster C
